final_pred,is_rejected,reject_reasons,effective_score_threshold,threshold_offset,best_label,best_score,second_label,second_score,margin,ranked_classes,neighbors,image_path
Mabel__Mabel Rosquinha Mabel Sabor Coco,False,[],0.68,-0.05999999999999994,Mabel__Mabel Rosquinha Mabel Sabor Coco,0.9255802512168885,,,,"[('Mabel__Mabel Rosquinha Mabel Sabor Coco', 0.9255802512168885)]","[{'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9577122926712036, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00096_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj8.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9267441034317017, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00093_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj5.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9261488318443298, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00091_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj3.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9145182371139526, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00092_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj4.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9027777910232544, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00018_IMG_20260610_115355437_jpg.rf.74e628d4b1a310cf28354aaf4f6be1dc_cls0_obj18.jpg'}]",data\input_images\image_1\crop_0011_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.6187939524650574,,,,"[('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.6187939524650574)]","[{'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6282598376274109, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00176_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj20.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.626512885093689, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00180_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj24.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6252948641777039, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_22.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6127261519432068, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_WhatsApp-Image-2026-03-25-at-00-34-17_jpeg.rf.6ee1f01097c360d3605332562fd5c8ae_crop_8.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6011760234832764, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00174_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj18.jpg'}]",data\input_images\image_1\crop_0012_conf_0.97.jpg
Mabel__Mabel Rosquinha Mabel Sabor Coco,False,[],0.68,-0.05999999999999994,Mabel__Mabel Rosquinha Mabel Sabor Coco,0.9193716168403625,,,,"[('Mabel__Mabel Rosquinha Mabel Sabor Coco', 0.9193716168403625)]","[{'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9560678005218506, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00092_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj4.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9187548160552979, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00091_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj3.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9178739190101624, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00093_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj5.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9121718406677246, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00090_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj2.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.8919897079467773, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\train_IMG_2126_jpeg.rf.e44b339feaf1814e8ff7238fbc31aed4_crop_1.jpg'}]",data\input_images\image_1\crop_0013_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,Mabel__Mabel Rosquinha Mabel Sabor Leite,0.5395193248987198,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.5343945622444153,0.005124762654304504,"[('Mabel__Mabel Rosquinha Mabel Sabor Leite', 0.5395193248987198), ('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.5343945622444153)]","[{'label': 'Mabel__Mabel Rosquinha Mabel Sabor Leite', 'score': 0.5438305139541626, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Leite\\crop_00159_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj3.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Leite', 'score': 0.5390070676803589, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Leite\\train_IMG_20260309_202019379-REDACTED_jpg.rf.9ff6e869b2dae1bbd6112a80fb7952b2_crop_23.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Leite', 'score': 0.538537323474884, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Leite\\IMG_20260524_202628297-REDACTED_jpg.rf.7eda9b54883b50d99368bf1b62e230ce_crop1.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Leite', 'score': 0.5367023944854736, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Leite\\train_90_jpg.rf.f32ade75a98ac10b7a039213fac59526_crop_9.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.5343945622444153, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_WhatsApp-Image-2026-03-25-at-00-34-17_jpeg.rf.6ee1f01097c360d3605332562fd5c8ae_crop_62.jpg'}]",data\input_images\image_1\crop_0014_conf_0.97.jpg
__Unknown__,True,['low_score'],0.68,-0.05999999999999994,Mabel__Mabel Rosquinha Mabel Sabor Coco,0.6275502443313599,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.6266073286533356,0.000942915678024292,"[('Mabel__Mabel Rosquinha Mabel Sabor Coco', 0.6275502443313599), ('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.6266073286533356), ('RANCHEIRO__RANCHEIRO BISCOITO MARIA RANCHEIRO', 0.623523473739624), ('RANCHEIRO__RANCHEIRO ROSQUINHA DE COCO RANCHEIRO', 0.6129022836685181)]","[{'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6358321309089661, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00176_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj20.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.6275502443313599, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00026_IMG_20260610_115355437_jpg.rf.74e628d4b1a310cf28354aaf4f6be1dc_cls0_obj26.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO BISCOITO MARIA RANCHEIRO', 'score': 0.623523473739624, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO BISCOITO MARIA RANCHEIRO\\crop_00058_IMG_2581_JPG.rf.8a9bc879d25f4be9352a8f21ec0b81c0_cls0_obj12.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6173825263977051, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00182_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj26.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE COCO RANCHEIRO', 'score': 0.6129022836685181, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE COCO RANCHEIRO\\train_IMG_0526-REDACTED_jpeg.rf.2acdd7c1612408bdb7f538f8c1c44685_crop_22.jpg'}]",data\input_images\image_1\crop_0015_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,RANCHEIRO__RANCHEIRO COOKIES RANCHEIRO,0.62650465965271,RANCHEIRO__RANCHEIRO BISCOITO MARIA RANCHEIRO,0.5999304453531901,0.026574214299519894,"[('RANCHEIRO__RANCHEIRO COOKIES RANCHEIRO', 0.62650465965271), ('RANCHEIRO__RANCHEIRO BISCOITO MARIA RANCHEIRO', 0.5999304453531901), ('RANCHEIRO__RANCHEIRO WAFER RANCHEIRO MORANGO', 0.5975198745727539)]","[{'label': 'RANCHEIRO__RANCHEIRO COOKIES RANCHEIRO', 'score': 0.62650465965271, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO COOKIES RANCHEIRO\\train_75_jpg.rf.ad7c2ed7dfabe6a0d39a699777d2794a_crop_18.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO BISCOITO MARIA RANCHEIRO', 'score': 0.6021435260772705, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO BISCOITO MARIA RANCHEIRO\\crop_00272_Foto-10-06-2026-10-13-20_jpg.rf.953202a27b8846a4e150790fc429df1b_cls0_obj2.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO BISCOITO MARIA RANCHEIRO', 'score': 0.5998625755310059, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO BISCOITO MARIA RANCHEIRO\\crop_00270_Foto-10-06-2026-10-13-20_jpg.rf.953202a27b8846a4e150790fc429df1b_cls0_obj0.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO BISCOITO MARIA RANCHEIRO', 'score': 0.597785234451294, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO BISCOITO MARIA RANCHEIRO\\train_IMG_20260309_195139335-REDACTED_jpg.rf.6bd3a6351f3a38a3d62ce5c3b9f1133c_crop_87.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO WAFER RANCHEIRO MORANGO', 'score': 0.5975198745727539, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO WAFER RANCHEIRO MORANGO\\train_IMG_2107_jpeg.rf.9cf47f6913f97a347edbcfe5fef9025d_crop_26.jpg'}]",data\input_images\image_1\crop_0016_conf_0.97.jpg
Mabel__Mabel Rosquinha Mabel Sabor Coco,False,[],0.68,-0.05999999999999994,Mabel__Mabel Rosquinha Mabel Sabor Coco,0.9192237377166748,,,,"[('Mabel__Mabel Rosquinha Mabel Sabor Coco', 0.9192237377166748)]","[{'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9484220743179321, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00090_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj2.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9214967489242554, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00091_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj3.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9126731157302856, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00017_Foto-09-06-2026-15-33-52_jpg.rf.05ac65444e7b77c823509a634fdc1cab_cls0_obj17.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9076420068740845, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00092_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj4.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9058847427368164, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00093_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj5.jpg'}]",data\input_images\image_1\crop_0017_conf_0.97.jpg
Mabel__Mabel Rosquinha Mabel Sabor Coco,False,[],0.68,-0.05999999999999994,Mabel__Mabel Rosquinha Mabel Sabor Coco,0.89753338098526,,,,"[('Mabel__Mabel Rosquinha Mabel Sabor Coco', 0.89753338098526)]","[{'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9480080604553223, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00088_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj0.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9087531566619873, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00093_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj5.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.8818303346633911, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00019_Foto-09-06-2026-15-33-52_jpg.rf.05ac65444e7b77c823509a634fdc1cab_cls0_obj19.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.8746026754379272, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00197_IMG_20260610_171200727_jpg.rf.179b647686a10320feb70c55b6e0d4ba_cls0_obj12.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.8744726777076721, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00071_IMG_0888_HEIC.rf.c3a0a7002d6d346f2dba44a26eb9d1e4_cls0_obj18.jpg'}]",data\input_images\image_1\crop_0018_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO,0.6875550746917725,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.6804804056882858,0.007074669003486633,"[('RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 0.6875550746917725), ('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.6804804056882858)]","[{'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.7006421685218811, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00174_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj18.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6875550746917725, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00113_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj3.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.680082380771637, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_9.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6733766794204712, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00180_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj24.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.667820394039154, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_22.jpg'}]",data\input_images\image_1\crop_0019_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,Mabel__Mabel Amanteigado Mabel Sabor Chocolate,0.5877008587121964,RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO,0.5811517834663391,0.006549075245857239,"[('Mabel__Mabel Amanteigado Mabel Sabor Chocolate', 0.5877008587121964), ('RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 0.5811517834663391)]","[{'label': 'Mabel__Mabel Amanteigado Mabel Sabor Chocolate', 'score': 0.5899677276611328, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Amanteigado Mabel Sabor Chocolate\\crop_00030_IMG_20260610_115255641_jpg.rf.49b35e26cf51aee24f46f834d0a99c66_cls0_obj1.jpg'}, {'label': 'Mabel__Mabel Amanteigado Mabel Sabor Chocolate', 'score': 0.5895158052444458, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Amanteigado Mabel Sabor Chocolate\\crop_00037_IMG_20260610_115255641_jpg.rf.49b35e26cf51aee24f46f834d0a99c66_cls0_obj8.jpg'}, {'label': 'Mabel__Mabel Amanteigado Mabel Sabor Chocolate', 'score': 0.5879296064376831, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Amanteigado Mabel Sabor Chocolate\\crop_00033_IMG_20260610_115255641_jpg.rf.49b35e26cf51aee24f46f834d0a99c66_cls0_obj4.jpg'}, {'label': 'Mabel__Mabel Amanteigado Mabel Sabor Chocolate', 'score': 0.5833902955055237, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Amanteigado Mabel Sabor Chocolate\\crop_00036_IMG_20260610_115255641_jpg.rf.49b35e26cf51aee24f46f834d0a99c66_cls0_obj7.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.5811517834663391, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00113_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj3.jpg'}]",data\input_images\image_1\crop_0020_conf_0.97.jpg
Mabel__Mabel Rosquinha Mabel Sabor Coco,False,[],0.68,-0.05999999999999994,Mabel__Mabel Rosquinha Mabel Sabor Coco,0.8871982395648956,Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela,0.8315306901931763,0.05566754937171936,"[('Mabel__Mabel Rosquinha Mabel Sabor Coco', 0.8871982395648956), ('Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela', 0.8315306901931763)]","[{'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9588886499404907, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00089_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj1.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.8749241828918457, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\train_IMG_20260322_170850-REDACTED_jpg.rf.938ef14d6c1140f70014bb47b18c8af5_crop_6.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.8720520734786987, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\train_IMG_20260322_170907-REDACTED_jpg.rf.6360c3c6791d881b838bdf24e558399a_crop_3.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.8429280519485474, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\train_IMG_5235-REDACTED-1-_jpeg.rf.a6a764d9edac7dabaac1c1d40edaf0dd_obj8.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela', 'score': 0.8315306901931763, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Banana e Canela\\crop_00102_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj14.jpg'}]",data\input_images\image_1\crop_0021_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO,0.6948572993278503,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.6759221255779266,0.018935173749923706,"[('RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 0.6948572993278503), ('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.6759221255779266)]","[{'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6948572993278503, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00113_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj3.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6812425851821899, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00180_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj24.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.680461585521698, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00174_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj18.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6713884472846985, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_9.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6705958843231201, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00176_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj20.jpg'}]",data\input_images\image_1\crop_0022_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO,0.6288735151290894,,,,"[('RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 0.6288735151290894)]","[{'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6565911769866943, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00113_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj3.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6535853147506714, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00107_IMG_0859_JPG.rf.5aa256f34fff06f3eb25948617337682_cls0_obj1.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6267693638801575, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00106_IMG_0859_JPG.rf.5aa256f34fff06f3eb25948617337682_cls0_obj0.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6092290878295898, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00112_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj2.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.5981926321983337, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\train_1_jpg.rf.a16f72e270cb47d97c21936e105f48a1_crop_15.jpg'}]",data\input_images\image_1\crop_0023_conf_0.97.jpg
